Month,Profit,Sales,Discount,Shipping Cost,Quantity,Order Priority,Ship Mode,Customer Satisfaction,Market Campaign,Sales Mode,Region
Jul,1102.09,5703.51,0.04,17.86,23,Medium,First Class,3,poor,combined,East
Jul,159.04,2797.96,0.11,15.6,15,Low,Standard Class,4.9,moderate,online,South
Jul,1088.5,6305.59,0.12,21.74,42,Low,First Class,5,aggressive,combined,East
Jul,728.47,8298.94,0.28,42.03,47,Medium,Standard Class,5,aggressive,in_store,North
Jul,427.19,5013.51,0.25,30.94,12,Medium,First Class,4,moderate,combined,West
Jul,657.55,5442.43,0.15,34.29,12,Medium,First Class,4.8,aggressive,in_store,West
Jul,1001.22,7558.82,0.09,19,46,Low,Standard Class,2.5,moderate,in_store,South
Jul,1267.22,7460.59,0.19,8.21,25,High,Standard Class,4.4,poor,combined,South
Jul,511.89,755.76,0.13,22.48,24,Low,First Class,4.5,aggressive,combined,East
Jul,-668.23,132.13,0.01,33.33,43,Medium,Standard Class,2.8,moderate,in_store,East
Jul,779.29,6026.8,0.04,34.56,40,High,Standard Class,3.9,poor,in_store,East
Jul,1255.82,8603.69,0.25,35.31,44,High,Standard Class,1.1,poor,online,South
Jul,1423.17,8281.85,0.29,19.87,45,Medium,First Class,2.3,moderate,combined,North
Jul,1300.28,9863.54,0.23,43.89,7,Medium,First Class,4.3,moderate,online,South
Jul,-58.57,585.19,0.05,41.55,24,Medium,First Class,2,moderate,online,West
Jul,176.83,2198.07,0.24,19.7,7,Low,Standard Class,3.9,aggressive,online,West
Jul,703.56,2180.61,0.05,10.77,12,High,First Class,4.3,poor,combined,West
Jul,503.85,3887.08,0.05,23.56,34,Low,Standard Class,1.9,poor,online,North
Jul,815.56,6559.8,0.13,37.35,2,High,Standard Class,3.2,aggressive,combined,East
Jul,1180.01,7724.64,0.04,29.25,49,High,First Class,3.4,aggressive,combined,East
Jul,503.33,3440.97,0.29,28.41,21,Medium,First Class,4.6,moderate,combined,North
Jul,6.16,3132.19,0.14,39.03,3,Medium,Standard Class,1.3,moderate,in_store,West
Jul,208.25,1849.1,0.03,13.23,34,High,First Class,2,aggressive,combined,South
Jul,226.09,2047.11,0.11,30.31,41,Low,First Class,3.1,poor,combined,West
Jul,545.52,5088.59,0.06,44,20,Medium,Standard Class,3.7,moderate,combined,South
Jul,979.15,5005.87,0.1,28.36,45,Medium,Standard Class,1.3,poor,combined,North
Jul,1031.18,5144.03,0.26,15.81,4,Low,First Class,1.6,moderate,online,East
Jul,1050.67,6733.82,0.01,40.54,43,Low,Standard Class,4.5,aggressive,combined,East
Jul,390.95,6187.66,0.19,37.41,15,Low,Standard Class,1.5,moderate,in_store,South
Jul,375.41,3274.32,0.09,33.84,40,Low,Standard Class,1.7,poor,online,East
Jul,66.38,967.76,0.11,11.7,37,Low,Standard Class,2,moderate,online,South
Jul,222.85,2514.92,0.25,41.35,28,High,Standard Class,4.6,aggressive,combined,East
Jul,29.88,2635.42,0.27,8.09,39,Medium,Standard Class,2.7,poor,in_store,North
Jul,108.35,2759.64,0.22,38.35,19,Medium,First Class,2.2,poor,online,South
Jul,1169.72,7872.8,0.21,30,29,High,First Class,1,poor,combined,South
Jul,72.11,1295.76,0.2,32.84,31,Low,Standard Class,3.9,poor,combined,East
Jul,-36.43,624.86,0.08,42.46,40,High,First Class,1.3,aggressive,combined,East
Jul,320.15,5240.81,0.29,32.1,44,Medium,Standard Class,2.7,moderate,combined,West
Jul,135.18,2770.72,0.17,37.45,26,Low,First Class,4,aggressive,in_store,East
Jul,1173.38,9253.97,0.14,42.64,37,Medium,Standard Class,1.3,moderate,combined,North
Jul,1189.01,7286.31,0.16,14.31,24,Medium,First Class,1.7,moderate,online,North
Jul,1318.17,9872.36,0.23,48.25,26,High,First Class,3.7,aggressive,online,South
Jul,1735.64,9780.65,0.03,28.95,33,High,Standard Class,1.3,moderate,in_store,East
Jul,821.09,5402.71,0.08,26.01,38,Low,Standard Class,2.2,aggressive,online,North
Jul,612.58,4772.96,0.21,33.89,48,Medium,First Class,2.9,aggressive,in_store,West
Jul,137.3,2638.76,0.01,48.82,11,Medium,First Class,2.3,moderate,combined,West
Jul,1547.14,7224.74,0.26,10.21,16,High,First Class,4.5,moderate,combined,West
Jul,1506.44,9281.4,0.18,36.65,8,Low,Standard Class,2.9,poor,online,West
Jul,991.06,7856.04,0.28,32.13,28,Low,Standard Class,3.4,moderate,online,East
Jul,670.63,4161.88,0.12,29.46,8,High,First Class,4.8,aggressive,combined,East
Jul,512.61,1667.27,0.22,31.6,40,Medium,First Class,4.6,moderate,combined,East
Jul,959.84,6523.49,0.15,10.69,32,Low,Standard Class,2,poor,online,East
Jul,671.1,7386.73,0.28,21.69,42,Low,Standard Class,2.2,poor,in_store,East
Jul,853.32,6320.66,0.26,7.14,42,High,Standard Class,3.1,moderate,in_store,East
Jul,10.11,887.12,0.05,17.45,46,Low,First Class,2.7,aggressive,combined,South
Jul,1041.29,5165.79,0.08,23.38,5,High,First Class,2.8,moderate,in_store,South
Jul,1245.83,7808.43,0.06,26.04,19,Low,Standard Class,2.8,aggressive,in_store,North
Jul,201,4105.74,0.13,17.08,34,High,Standard Class,3.1,moderate,combined,West
Jul,425.14,2757.44,0.02,45.93,47,Low,First Class,4.9,poor,online,East
Jul,710.86,3158.77,0.02,6.2,36,High,First Class,2.1,moderate,online,South
Jul,338.02,2394.38,0.2,23.54,9,Medium,First Class,1.4,aggressive,combined,West
Jul,1911.94,8574.18,0.11,6.28,19,Low,First Class,4.3,aggressive,in_store,South
Jul,327.46,5969.98,0.26,30.39,34,Medium,First Class,3.2,moderate,online,North
Jul,1263.2,7737.46,0.17,8.09,42,High,Standard Class,3.5,moderate,combined,East
Jul,121.55,1641.4,0.25,45.55,35,Low,First Class,4.7,moderate,in_store,East
Jul,273.36,4498.97,0.02,49.65,11,Medium,Standard Class,2.7,aggressive,online,East
Jul,1425.06,8845.29,0.2,48.56,7,High,First Class,2.1,aggressive,online,North
Jul,830.98,4160.14,0.01,7.4,38,Low,Standard Class,2,aggressive,online,East
Jul,749.68,3669.17,0.26,17.8,13,High,First Class,1.6,poor,in_store,South
Jul,203.35,1401.69,0.11,38.72,24,Low,First Class,4.2,poor,in_store,North
Jul,635.08,6281.76,0.17,29.83,48,Medium,Standard Class,1.3,moderate,combined,North
Jul,604.65,4274.13,0.25,34.03,20,Low,First Class,2.7,aggressive,combined,North
Jul,174.41,4459.6,0.22,46.74,31,High,Standard Class,4.6,moderate,combined,West
Jul,814.48,4520.19,0.22,25.33,24,Low,First Class,1.3,aggressive,online,East
Jul,970.97,5721.39,0,11.89,35,Low,Standard Class,3.2,moderate,combined,South
Jul,1317.47,7305.59,0.18,26.21,2,High,Standard Class,1.1,aggressive,combined,East
Jul,966.38,5796.43,0.27,40.81,50,Medium,First Class,3.1,moderate,combined,North
Jul,644.56,172.14,0.15,6.07,19,Medium,First Class,4.2,poor,combined,East
Jul,-253.31,939.02,0.17,46.86,17,High,Standard Class,4.2,poor,in_store,West
Jul,1120.76,7698.92,0.01,30.55,22,High,Standard Class,1.8,poor,in_store,North
Jul,1678.34,7934.75,0.02,33.2,36,High,First Class,2.4,moderate,online,East
Jul,454.73,2432.68,0.15,24.04,20,Low,Standard Class,1.4,aggressive,online,West
Jul,662.13,3415.02,0.09,11.57,28,Low,First Class,4.8,poor,in_store,North
Jul,1240.74,5441.2,0.02,41.86,4,Medium,First Class,1.7,poor,online,West
Jul,1590.57,8840.46,0.04,35.43,11,Medium,First Class,2.8,poor,in_store,South
Jul,165.13,2107.34,0.03,8,26,Medium,First Class,3.4,poor,in_store,East
Jul,1594.3,8588.13,0.18,19.23,8,High,First Class,1.8,poor,combined,North
Jul,454.74,2201.85,0.14,5.03,28,Low,First Class,4.4,moderate,in_store,East
Jul,-517.04,314.73,0.22,43.32,15,Medium,Standard Class,2.1,poor,combined,North
Jul,1026.34,7614.88,0.17,35.02,12,Low,First Class,1.4,poor,in_store,West
Jul,897.64,5228.55,0.04,38.74,16,High,First Class,1.6,moderate,online,East
Jul,968.88,6056.39,0.28,24.5,1,Low,First Class,1.4,aggressive,combined,East
Jul,304.66,3707.68,0.19,37.31,11,Low,First Class,2.7,aggressive,combined,North
Jul,1292.51,7798.67,0.14,48.49,43,Medium,First Class,2.5,poor,in_store,South
Jul,812.54,5133.01,0.13,49.08,5,High,First Class,2.4,aggressive,combined,East
Jul,-109.7,2970.64,0.24,34.27,46,High,Standard Class,4.6,aggressive,combined,East
Jul,1942.89,8268.43,0.02,19.56,47,Low,First Class,2.5,poor,online,South
Jul,557.49,1504.5,0.25,9.49,23,High,First Class,2.7,poor,combined,West
Jul,878.95,9860.62,0.18,45.31,30,Medium,Standard Class,2.1,moderate,online,South
Jul,1306.13,6477.29,0.03,9.89,8,High,First Class,1.4,poor,combined,South
Jul,757.57,6839.91,0.19,11.13,38,Low,Standard Class,4.9,moderate,combined,West
Jul,20.61,1685.62,0.27,20.18,4,Medium,Standard Class,4,aggressive,in_store,West
Jul,567.19,4472.36,0.13,46.25,24,Medium,Standard Class,4.3,poor,combined,North
Jul,1049.7,6317.19,0.23,17.94,1,Medium,First Class,2.9,aggressive,in_store,West
Jul,-15.79,661,0.23,16.46,18,High,Standard Class,2.8,poor,combined,North
Jul,1292.53,7971.01,0.19,11.09,28,Medium,First Class,1.2,poor,online,East
Jul,504.56,3825.84,0.18,10.19,18,High,Standard Class,2.2,poor,combined,West
Jul,913.38,6725.22,0.1,14.04,37,Medium,Standard Class,3.1,poor,in_store,East
Jul,1091.45,4807.56,0.07,5.95,12,High,First Class,2.1,poor,combined,South
Jul,1017.82,6204.44,0.11,19.11,38,Medium,First Class,4.3,aggressive,in_store,West
Jul,493.23,6199.05,0.18,24.96,33,Medium,Standard Class,1.6,aggressive,online,West
Jul,1345.96,8585.89,0.21,8.57,47,High,Standard Class,4.3,poor,combined,East
Jul,1006.04,6896.51,0,48,6,High,First Class,3.2,poor,combined,East
Jul,-134.44,159.58,0.09,35.48,39,Low,First Class,4.6,aggressive,combined,West
Jul,342.75,2738.77,0.19,39.74,49,High,First Class,3.9,moderate,combined,West
Jul,422.32,1258.28,0.16,12.46,42,Low,First Class,4.4,poor,in_store,East
Jul,26.93,1180.1,0.26,18.03,32,Low,Standard Class,1.6,poor,in_store,West
Jul,148.09,3342.32,0.28,31.16,10,High,Standard Class,2.5,moderate,combined,North
Jul,1376.49,9750.13,0.21,27.44,39,Medium,First Class,2.8,poor,online,North
Jul,490.13,2360.05,0.21,39.31,12,Medium,First Class,2.9,poor,online,West
Jul,1100.52,7821.06,0.11,45.38,37,High,First Class,1.6,moderate,in_store,West
Jul,1372.99,6880.89,0.02,17.25,17,Low,Standard Class,3.6,aggressive,in_store,East
Jul,973.42,6917.11,0.26,16.37,12,Medium,First Class,5,moderate,combined,South
Jul,550.35,5308.49,0.03,24.41,17,Medium,Standard Class,1.5,moderate,combined,West
Jul,1028.35,6230.87,0.03,38.14,1,Medium,Standard Class,3.1,poor,in_store,West
Jul,1077.75,8398.35,0.29,20.12,12,Medium,First Class,4.3,moderate,combined,West
Jul,482.25,7242,0.25,47.88,23,High,Standard Class,3.6,moderate,combined,East
Jul,1429.59,5453.52,0.12,9.63,23,Medium,First Class,4,aggressive,online,South
Jul,526.16,3372.2,0.17,16.59,11,High,First Class,1.1,moderate,combined,East
Jul,551.54,1440.16,0.13,15.77,36,High,Standard Class,3.2,aggressive,online,North
Jul,985.89,7755.95,0.19,34.78,31,Medium,Standard Class,2.1,moderate,online,East
Jul,416.47,2495.03,0.11,27.56,46,High,First Class,4.6,poor,in_store,West
Jul,664.29,4628.47,0.1,45.14,34,Low,Standard Class,2.5,moderate,in_store,South
Jul,660.11,4933.64,0.14,21.89,32,Medium,Standard Class,2,moderate,online,South
Jul,368.78,3315.52,0.15,18.55,31,High,First Class,4.9,moderate,combined,West
Jul,274.04,3838.35,0.05,12.06,27,Low,Standard Class,2.5,moderate,in_store,North
Jul,1345.02,6878.96,0.06,20.46,25,Medium,First Class,2.4,poor,combined,West
Jul,475.69,4301.31,0.07,32.11,38,High,Standard Class,2,moderate,online,East
Jul,1546.49,8889.85,0.13,13.18,10,Low,First Class,4.7,moderate,in_store,West
Jul,750.19,9314.55,0.28,28.69,7,Medium,Standard Class,1.2,poor,in_store,East
Jul,972.26,5240.86,0.08,38.37,24,Low,First Class,2.2,aggressive,online,West
Jul,89.76,2507.24,0.25,17.61,30,Medium,First Class,3.9,aggressive,combined,North
Jul,-382.37,1022.98,0.11,10.76,15,High,Standard Class,3.8,aggressive,in_store,East
Jul,59.15,564.19,0.12,44.11,44,Low,First Class,2.4,poor,in_store,West
Jul,1187.84,7779.42,0.04,49.3,5,High,First Class,1.6,poor,online,East
Jul,1126.99,7595.43,0.08,46.2,32,High,First Class,3.4,moderate,in_store,South
Jul,1505.9,9840.55,0.17,16.14,43,Low,Standard Class,2.2,moderate,combined,South
Jul,824.53,7127.78,0.15,49.52,36,High,Standard Class,4.6,moderate,online,West
Jul,187.94,2636.58,0.1,41.16,12,High,Standard Class,1.2,poor,online,West
Jul,1510.92,8250.21,0.17,29.17,3,Low,First Class,2.8,moderate,combined,West
Jul,-20.66,239.09,0.3,35.65,29,Medium,First Class,4.4,moderate,combined,North
Jul,645.6,7429.69,0.26,39.75,17,Low,Standard Class,2.5,aggressive,online,West
Jul,1000.26,5589.4,0.01,5.02,35,High,First Class,3.2,poor,in_store,North
Jul,977.89,8297.29,0.2,31.81,39,Medium,Standard Class,3.1,moderate,combined,East
Jul,616.73,4040.45,0.17,42.43,28,Low,First Class,3.8,aggressive,in_store,West
Jul,-288.52,433.22,0.21,8.12,1,Medium,Standard Class,2.2,aggressive,in_store,North
Jul,1899.76,9054.91,0.01,36.24,35,Medium,First Class,4.8,moderate,combined,North
Jul,642.09,6533.52,0.07,42.2,8,Low,Standard Class,3.6,moderate,combined,South
Jul,1565.74,9783.06,0.02,23.14,48,High,Standard Class,4.3,aggressive,combined,West
Jul,901.41,6453.73,0.21,37.91,7,Medium,First Class,2,poor,combined,North
Jul,232.79,4567.28,0.03,35.53,21,High,Standard Class,3.9,poor,in_store,East
Jul,785.8,2210.83,0.3,8.54,14,Low,First Class,2.4,aggressive,online,North
Jul,125.99,1025.77,0.24,37.16,39,Medium,First Class,1.2,poor,combined,North
Jul,1276.8,6897.27,0.19,20.68,35,High,First Class,4.3,aggressive,in_store,East
Jul,830.14,5396.27,0.07,36.86,12,Medium,First Class,2.5,aggressive,online,South
Jul,1057.56,7075.42,0.03,33.29,7,High,Standard Class,1.7,poor,online,East
Jul,946.97,6506.73,0.13,8.75,1,High,First Class,1.6,poor,in_store,West
Jul,143.63,109.32,0.25,11.22,27,Low,Standard Class,2.9,aggressive,online,East
Jul,776.15,7214.11,0.22,31.27,39,High,Standard Class,3.8,poor,online,East
Jul,924.67,7181.53,0.15,9.18,22,High,Standard Class,3.5,aggressive,online,West
Jul,1254.82,7467.26,0.19,22.52,49,Medium,Standard Class,1.6,moderate,online,South
Jul,-393.46,760.71,0.26,43.26,18,Medium,Standard Class,3.8,poor,in_store,North
Jul,914,6192.55,0.06,45.68,24,Low,Standard Class,3.2,aggressive,combined,South
Jul,1170.11,6301.36,0.06,8.04,34,Medium,Standard Class,2.9,aggressive,combined,East
Jul,271.23,7342.76,0.29,48.89,37,High,Standard Class,3.1,aggressive,combined,South
Jul,76.21,1058.73,0.17,27.53,1,High,First Class,3.2,moderate,online,South
Jul,501.17,4316.26,0.3,30.6,12,Medium,First Class,3.8,poor,combined,East
Jul,1112.34,4249.77,0.2,29.16,29,Low,First Class,4,moderate,online,North
Jul,109.59,3653.17,0.29,40.24,29,Medium,Standard Class,1.7,moderate,online,East
Jul,1056.57,5281.76,0.03,15.9,43,Medium,Standard Class,4.7,aggressive,online,East
Jul,38.03,1044.77,0.05,43.77,26,High,Standard Class,3.7,poor,combined,West
Jul,-71.59,2587.98,0.16,45.61,4,Medium,Standard Class,1.4,poor,in_store,South
Jul,1754.95,9688.34,0.17,9.27,36,Medium,First Class,3.7,moderate,in_store,North
Jul,-513.66,362.86,0.18,34.63,19,High,Standard Class,1.2,moderate,in_store,East
Jul,143.94,2229.72,0.3,30.82,28,Low,Standard Class,2.9,moderate,online,East
Jul,490.9,3503.45,0.17,18.81,14,High,Standard Class,3.6,aggressive,combined,North
Jul,728.39,2993.37,0.27,44.07,49,Low,First Class,1.9,aggressive,online,East
Jul,1036.54,9349.05,0.29,47.46,7,Low,Standard Class,2.5,poor,online,East
Jul,297.3,5763.39,0.29,42.83,45,Medium,Standard Class,1.3,moderate,in_store,North
Jul,786.93,4572.76,0.02,39.37,45,High,Standard Class,3.5,poor,online,East
Jul,664.68,3711.15,0.05,20.07,41,Low,Standard Class,2.8,moderate,online,North
Jul,679.26,4967.79,0.02,19.05,33,High,Standard Class,2.1,moderate,online,South
Jul,40.62,1045.78,0.2,13.38,29,High,Standard Class,4.5,poor,online,North
Jul,549.95,4730.29,0.15,46.96,18,Medium,First Class,1.6,aggressive,in_store,North
Aug,305.87,1706.17,0.06,32.1,14,Low,First Class,2.4,aggressive,in_store,North
Aug,238.06,911.87,0.18,8.31,4,Medium,First Class,3.5,moderate,combined,South
Aug,1199.28,9125.93,0.25,7.08,45,Low,First Class,1,moderate,combined,West
Aug,943.17,6306.41,0.18,32.96,38,Low,First Class,2.8,poor,combined,North
Aug,1666.07,9309.44,0.01,30.64,31,Medium,Standard Class,3.2,poor,online,East
Aug,889.95,7247.58,0.27,35.55,43,Medium,Standard Class,1.6,aggressive,online,North
Aug,467.65,2967.14,0.2,37.25,25,High,First Class,4,moderate,combined,East
Aug,722.09,8629.68,0.28,48.75,39,High,First Class,2.8,aggressive,in_store,West
Aug,1144.77,7053.24,0.18,24.66,20,Low,First Class,4.7,poor,in_store,West
Aug,1054.4,5399.47,0.24,5.66,37,Low,First Class,2,poor,in_store,North
Aug,1293.57,6648.52,0.07,10.77,25,High,Standard Class,4.1,moderate,combined,South
Aug,1119.1,7559.08,0.15,24.67,41,Medium,Standard Class,1.2,moderate,in_store,East
Aug,359.9,4938.34,0.04,11.7,45,High,Standard Class,2.1,aggressive,in_store,South
Aug,1062.47,7021.82,0.06,30.88,45,High,First Class,1.8,moderate,online,North
Aug,1500.67,9029.37,0.28,35.38,27,Medium,First Class,1.5,poor,combined,South
Aug,515.12,2199.49,0.03,17.76,9,Low,Standard Class,3.3,moderate,combined,East
Aug,756.5,4915.37,0.17,7.79,50,Medium,First Class,1,moderate,in_store,South
Aug,568.89,6427.14,0.28,29.24,23,Medium,Standard Class,4.7,moderate,combined,South
Aug,1037.75,7796.52,0.21,32.9,26,Low,Standard Class,5,aggressive,online,North
Aug,-170.1,1015.8,0.04,45.94,36,Medium,First Class,2.7,aggressive,combined,North
Aug,-142.19,175.07,0.16,39.34,3,High,First Class,4.3,aggressive,in_store,West
Aug,-630.18,1435.84,0.29,46.92,46,Low,Standard Class,1.2,aggressive,online,East
Aug,373.28,2955.15,0.16,32.95,35,Medium,Standard Class,3.9,poor,online,East
Aug,1392.42,9676.76,0.1,39.94,28,High,Standard Class,2,moderate,online,East
Aug,205.53,2744.75,0.14,29.93,47,Medium,First Class,3.2,moderate,in_store,West
Aug,134.72,4178.62,0.24,26.21,21,Medium,Standard Class,1,poor,combined,South
Aug,620.22,1269.67,0.13,12.14,15,Medium,First Class,3.4,moderate,online,South
Aug,608.23,3671.97,0.2,38.2,37,Medium,First Class,2.9,moderate,combined,South
Aug,1444.47,7372.99,0.08,27.15,41,Low,Standard Class,4.6,poor,in_store,North
Aug,574.91,3006.38,0.08,42.18,17,Low,First Class,3.1,moderate,combined,North
Aug,225.02,1131.62,0.27,6.43,19,High,Standard Class,1.1,moderate,online,North
Aug,403.77,2139.18,0.03,35.21,9,High,First Class,2.2,poor,combined,North
Aug,63.26,698.2,0.3,25.11,35,High,Standard Class,2.9,poor,online,East
Aug,1584.36,8349,0.17,26.43,23,Low,First Class,2.4,moderate,combined,West
Aug,1075.48,8882.68,0.24,29.17,33,High,First Class,1.1,poor,in_store,North
Aug,649.14,6085.75,0.19,8.88,12,High,Standard Class,4.6,poor,online,West
Aug,162.76,3529.17,0.26,34.07,7,Low,First Class,5,poor,in_store,West
Aug,1096.77,8078.87,0.2,24.21,16,Medium,Standard Class,4.7,aggressive,in_store,North
Aug,937.4,3965.11,0.08,8.78,3,Low,First Class,2.2,aggressive,in_store,North
Aug,1740.29,9866.17,0.09,36.9,36,High,Standard Class,1.8,poor,online,East
Aug,1503.08,9557.65,0.14,130.04,30,Medium,Standard Class,1.2,moderate,combined,East
Aug,463.69,5028.41,0.25,22.81,50,Medium,Standard Class,4.2,poor,in_store,West
Aug,1187.03,8145.28,0.08,46.83,11,Medium,First Class,4.4,aggressive,in_store,West
Aug,580.25,2124.87,0.07,23.75,31,High,First Class,4.7,aggressive,combined,North
Aug,1017.54,4264.56,0.01,8.07,37,Medium,First Class,4.2,moderate,combined,North
Aug,1050.86,6258.95,0.19,8.26,3,Low,First Class,2.9,aggressive,combined,East
Aug,214.73,2702.41,0.05,45.23,17,Medium,Standard Class,4,aggressive,online,West
Aug,1687.94,7536.74,0.02,18.09,31,Low,First Class,3.2,aggressive,online,East
Aug,1290.35,7201.75,0.29,15.79,10,Medium,First Class,2.1,moderate,in_store,East
Aug,1107.91,6571.2,0.04,28.77,50,Low,Standard Class,4.4,poor,in_store,East
Aug,151.14,3388.35,0.26,43.44,28,High,Standard Class,4.9,poor,online,West
Aug,407.6,7491.48,0.18,43.8,14,Medium,Standard Class,3.3,poor,in_store,East
Aug,-154.81,1112.71,0.01,45.32,29,Medium,Standard Class,2,moderate,in_store,West
Aug,2093.49,9669.41,0.15,17.19,31,Low,Standard Class,2.1,poor,combined,South
Aug,527.33,6324.97,0.27,48.77,17,Medium,First Class,1.3,poor,in_store,West
Aug,175.62,3384.56,0.29,26.84,33,Low,Standard Class,1.3,aggressive,in_store,North
Aug,552.07,3710.36,0.13,13.09,24,Medium,First Class,2.1,poor,combined,North
Aug,-366.87,189.94,0.21,12.85,22,Low,Standard Class,4,aggressive,in_store,North
Aug,1465.98,9597.36,0.06,20.8,23,High,Standard Class,3,moderate,in_store,East
Aug,680.75,5859.44,0.24,9.46,19,Medium,Standard Class,3.5,aggressive,in_store,North
Aug,1838.12,9788.29,0.04,44.31,27,High,First Class,3.6,aggressive,online,East
Aug,-263.51,2355.57,0.07,36.57,5,Low,Standard Class,3.5,poor,online,North
Aug,401.45,4799.47,0.28,41.71,25,Medium,Standard Class,3.9,poor,in_store,South
Aug,614.29,3828.25,0,31.84,34,Low,First Class,2.6,moderate,combined,South
Aug,427.94,1483.12,0.18,28.91,47,High,First Class,1.9,poor,online,South
Aug,733.78,6179.64,0.19,16.27,23,Low,Standard Class,4.4,poor,combined,East
Aug,1740.93,8829.53,0.12,14.75,25,High,First Class,3.1,aggressive,combined,South
Aug,261.92,205.9,0.27,24.7,48,Medium,First Class,4.7,aggressive,online,East
Aug,-173.37,687.65,0.1,37.94,26,Medium,First Class,3,poor,combined,East
Aug,1622.33,8831.75,0.02,31.93,18,High,First Class,4.5,moderate,online,North
Aug,1566.68,8621.27,0.28,8.69,33,Low,First Class,3.3,moderate,in_store,West
Aug,704.76,4201.2,0.09,9.18,25,Low,First Class,3.1,aggressive,online,South
Aug,537.41,3966.79,0.04,47.85,42,Low,Standard Class,3.8,poor,online,North
Aug,-103.66,790.47,0.15,11.64,16,Low,Standard Class,3.7,moderate,combined,West
Aug,937.47,8641.46,0.27,39.88,28,Medium,First Class,2.8,aggressive,online,South
Aug,-134.92,609.45,0.14,44.11,20,Low,Standard Class,2.5,aggressive,online,South
Aug,533.47,6948.87,0.27,42.26,40,High,Standard Class,2.5,moderate,combined,West
Aug,638.66,4827.53,0.22,30.38,43,Low,First Class,4.2,poor,combined,West
Aug,512.5,5430.58,0.16,30.32,27,High,First Class,1.7,aggressive,combined,South
Aug,1153.87,7564.07,0.1,5.18,31,Low,Standard Class,3.8,aggressive,in_store,West
Aug,1248.75,7482.93,0.11,42.89,23,High,Standard Class,1.6,aggressive,combined,East
Aug,-230.88,1269.55,0.08,36.66,39,High,First Class,4.4,moderate,in_store,West
Aug,-531.03,3550.76,0.2,49.69,9,High,Standard Class,2.6,poor,in_store,West
Aug,1129.02,9096.81,0.21,7.25,46,Low,Standard Class,1.7,moderate,combined,East
Aug,-277.76,508.78,0.13,21.5,7,High,First Class,4.4,moderate,in_store,North
Aug,161.66,5355.84,0.21,49.27,17,Medium,Standard Class,1.9,poor,in_store,West
Aug,202.91,255.21,0.3,6.89,19,Medium,Standard Class,1.7,poor,online,East
Aug,1908.1,7720.06,0.1,15.59,5,Medium,First Class,4.6,poor,online,South
Aug,-356.23,602.61,0.3,9.13,38,High,Standard Class,1.4,moderate,online,North
Aug,1517.24,7392.13,0.05,17.74,19,Medium,First Class,1.1,aggressive,online,West
Aug,1405.04,9274.77,0.14,8.51,14,Low,Standard Class,3,moderate,combined,South
Aug,239.54,408.1,0.06,9.94,2,High,Standard Class,2.9,poor,combined,North
Aug,1301.9,8395.4,0.14,9.52,6,High,Standard Class,1,poor,in_store,East
Aug,-59.42,887.13,0.03,9.78,21,High,Standard Class,2.4,moderate,online,North
Aug,663.61,6776.79,0.28,47.19,48,High,First Class,1.6,moderate,combined,East
Aug,1370.02,6148.22,0.15,22.8,13,High,First Class,3.6,aggressive,online,South
Aug,285.54,2732.79,0.19,34.61,19,High,First Class,4.2,aggressive,online,North
Aug,148.85,1812.43,0.02,8.72,43,High,Standard Class,3.3,moderate,in_store,South
Aug,250.49,1388.34,0,16.24,34,High,First Class,3.2,aggressive,combined,East
Aug,-634.1,873.16,0.09,49.31,12,High,Standard Class,4.7,moderate,in_store,North
Aug,-97.54,3122.36,0.14,43.78,8,Medium,Standard Class,4.3,poor,in_store,North
Aug,896.65,4882.57,0.05,25.69,21,Low,Standard Class,4.9,poor,combined,East
Aug,-321.96,118.05,0.01,27.04,19,Medium,Standard Class,3.9,poor,in_store,South
Aug,1302.14,6586.16,0.21,8.71,41,Low,First Class,2.4,poor,combined,West
Aug,393.6,5591.69,0.03,23.21,20,High,Standard Class,4.3,aggressive,combined,North
Aug,836.65,6827.63,0.1,32.53,9,Low,Standard Class,4,aggressive,online,South
Aug,-9.32,2494.64,0,49.56,3,Medium,First Class,4.1,aggressive,online,North
Aug,1401.14,4696.28,0.01,26.8,1,High,First Class,3.9,aggressive,online,North
Aug,141.96,2416.18,0,30.25,28,Low,Standard Class,4.2,moderate,online,East
Aug,1015.16,7476.44,0.14,24.18,45,High,First Class,1.9,moderate,in_store,East
Aug,142.03,2055.67,0.11,37.9,48,Low,First Class,1.4,poor,online,North
Aug,1126.64,7068.42,0.01,25.85,20,Low,First Class,3.6,moderate,online,West
Aug,714.71,4645.29,0.07,21.9,32,High,Standard Class,3.3,moderate,in_store,East
Aug,1077.38,3145.95,0.04,17.62,47,Low,Standard Class,2.9,poor,in_store,West
Aug,149.4,2303.89,0.25,11.01,25,High,Standard Class,3.5,aggressive,combined,West
Aug,963.44,7864.3,0.16,41.65,28,Low,Standard Class,3.9,aggressive,online,East
Aug,935.15,7672.47,0.17,43.95,14,High,Standard Class,2.8,moderate,combined,South
Aug,1345.34,6996.06,0.1,35.4,50,Low,First Class,3.9,poor,online,South
Aug,1549.69,7538.65,0.04,42.86,4,Low,First Class,2.4,poor,in_store,South
Aug,-292.45,121.15,0.09,9.46,26,High,Standard Class,1.1,moderate,combined,North
Aug,1244.4,9990.18,0.22,41.04,39,High,Standard Class,2.7,aggressive,in_store,North
Aug,790.25,7695.43,0.16,39.31,37,Medium,Standard Class,4.8,poor,combined,West
